# event_dt: 2020-01-02T120000Z
# instr_id: i4
# tag_abbr:
#     - e2
#     - b2
#     - day
Rel. Time;Date;Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);ALT (m);STA;SAT;HDOP (m);VDOP (m);GPS Jamming;Battery Voltage (v);Transmitter Voltage (V);FSM state;Error Flag;DIST (m);ALD (m);AZI (°);ELE (°);CR (m/s);U_ref;T_REF (°C);T_A3 (°C);T_10 (°C);V-Corr (°C);T_CH (°C);T_HY50 (°C);DP_HY50 (°C);RH_HY50 (%);RH_MAX (%);RH_HY50_OUTS;TAU_INC;TAU_DEC;RH_HY50_K_LIM;DP_HY50_K
5109;19.11.19;12:21:03.0;29780.11217;299.96074;51.39097;11.3455;-55.93654;2.66256;-82.10981;;;;;;46.612887;7.67315;29916.55868;5211.0;11.0;0.52;7.6;27.05206;2544.0;1117.61134;7.0;0.0;60041.06428;66864.00009;111.14341;26.10904;5.55989;46276.5357;-0.50885;-54.98859;;-0.94794;-51.78361;-47.00039;-81.97274;0.0;58.22151;2.66256;150.2288;91.21992;;-82.10981
5110;19.11.19;12:21:04.0;29785.98864;299.9873;51.32398;11.33502;-55.96212;2.67288;-82.03367;;;;;;46.612653;7.673727;29922.48981;5211.0;11.0;0.52;7.6;26.33896;2544.0;1117.69068;7.0;0.0;60091.67619;66912.16414;111.15098;26.09448;5.91574;46276.68778;-0.51359;-55.01404;;-0.94808;-51.93665;-47.0394;-81.95549;0.0;58.20711;2.67288;150.44072;91.30245;;-82.03367
5111;19.11.19;12:21:05.0;29792.16123;300.01385;51.257;11.32402;-55.97519;2.68321;-81.95753;;;;;;46.612411;7.674309;29928.71984;5211.0;11.0;0.52;7.6;25.62586;2544.0;1117.77001;7.0;0.0;60143.71297;66961.52352;111.15877;26.07973;6.23003;46276.74966;-0.51659;-55.02696;;-0.94822;-52.01018;-47.14976;-81.93824;0.0;58.1998;2.68321;150.54887;91.34442;;-81.95753
5112;19.11.19;12:21:06.0;29798.14585;300.0229;51.17635;11.31336;-55.80899;2.69354;-81.88139;;;;;;46.612163;7.674901;29934.76016;5211.0;11.0;0.52;7.6;24.91276;2544.0;1117.84935;7.0;0.0;60196.55862;67011.64649;111.16704;26.06451;6.04243;46276.63524;-0.51705;-54.86062;;-0.94837;-52.08371;-47.26011;-81.92098;0.0;58.29408;2.69354;149.17101;90.8019;;-81.88139
5113;19.11.19;12:21:07.0;29803.69608;300.01582;51.08285;11.3035;-55.68627;2.70556;-81.84939;;;;;;46.611915;7.675515;29940.36205;5211.0;11.0;0.52;7.6;24.19967;2543.99825;1117.92868;7.0;0.0;60249.40427;67061.56837;111.1753;26.04897;5.6019;46276.6;-0.52037;-54.73777;;-0.94851;-52.15724;-47.32064;-81.90313;0.0;58.36373;2.70556;148.1534;90.40026;;-81.84939
5114;19.11.19;12:21:08.0;29809.20697;300.00017;50.98206;11.29372;-55.8025;2.72365;-81.87663;;;;;;46.611673;7.676125;29945.92426;5211.0;11.0;0.52;7.6;23.48657;2543.91892;1118.008;7.0;0.0;60302.08567;67111.29092;111.1828;26.03351;5.56306;46276.6;-0.5217;-54.85385;;-0.94865;-52.60548;-47.27433;-81.88251;0.0;58.29787;2.72365;149.11769;90.7831;;-81.87663
5115;19.11.19;12:21:09.0;29815.08168;299.97847;50.87533;11.28329;-55.87886;2.74567;-81.88666;;;;;;46.611443;7.676721;29951.85368;5211.0;11.0;0.52;7.6;22.77347;2543.83959;1118.08724;7.0;0.0;60353.87758;67160.49925;111.18945;26.01864;5.77559;46276.5;-0.52115;-54.93007;;-0.94879;-53.27763;-47.21253;-81.85746;0.0;58.25467;2.74567;149.75064;91.03184;;-81.88666
5116;19.11.19;12:21:10.0;29821.2337;299.95334;50.76346;11.27238;-55.93902;2.76786;-81.8897;;;;;;46.611215;7.677313;29958.06299;5211.0;11.0;0.52;7.6;22.06038;2543.76025;1118.16648;7.0;0.0;60405.20571;67209.35118;111.19584;26.0042;6.07004;46276.47761;-0.52371;-54.99009;;-0.94893;-53.57172;-46.96051;-81.82943;0.0;58.2207;2.76786;150.24891;91.22607;;-81.8897
5117;19.11.19;12:21:11.0;29827.43682;299.92732;50.64982;11.26139;-55.99917;2.78609;-81.89274;;;;;;46.610988;7.677904;29964.32391;5211.0;11.0;0.52;7.6;21.34728;2543.68092;1118.24572;7.0;0.0;60456.53385;67258.04318;111.20223;25.9899;6.26091;46276.31177;-0.51776;-55.05011;;-0.94907;-53.91175;-46.80338;-81.80358;0.0;58.18673;2.78609;150.74718;91.42031;;-81.89274
5118;19.11.19;12:21:12.0;29833.25668;299.90269;50.53517;11.25108;-56.04631;2.79749;-81.89067;;;;;;46.610771;7.678469;29970.198;5211.0;11.0;0.52;7.6;20.9592;2543.60159;1118.32496;7.0;0.0;60505.55133;67304.84851;111.20835;25.97604;5.87333;46276.2354;-0.52115;-55.0971;;-0.94921;-53.01744;-46.80794;-81.7838;0.0;58.16012;2.79749;151.13766;91.57268;;-81.89067
5119;19.11.19;12:21:13.0;29838.30907;299.88115;50.42052;11.24214;-55.97307;2.79924;-81.84703;;;;;;46.610563;7.679019;29975.29748;5211.0;11.0;0.52;7.6;20.87967;2543.52225;1118.4042;7.0;0.0;60553.1326;67349.88373;111.21399;25.9622;5.11221;46276.34259;-0.526;-55.02372;;-0.94935;-51.83171;-46.84246;-81.7685;0.0;58.20163;2.79924;150.5313;91.33745;;-81.84703
5120;19.11.19;12:21:14.0;29843.03469;299.86397;50.30792;11.23379;-55.86612;2.79143;-81.8086;;;;;;46.610354;7.679568;29980.06714;5211.0;11.0;0.52;7.6;20.80014;2543.44292;1118.48344;7.0;0.0;60600.69206;67394.69353;111.21965;25.94816;4.76967;46276.44769;-0.52992;-54.91663;;-0.94949;-50.68107;-46.99205;-81.75967;0.0;58.26227;2.79143;149.64529;90.99148;;-81.8086
5121;19.11.19;12:21:15.0;29847.64254;299.85224;50.19911;11.22566;-55.87795;2.78062;-81.8155;;;;;;46.610143;7.680111;29984.71795;5211.0;11.0;0.52;7.6;20.72061;2543.36359;1118.56268;7.0;0.0;60647.9049;67439.31303;111.22573;25.93411;4.65242;46276.65185;-0.53478;-54.92833;;-0.94963;-49.95908;-47.01337;-81.75117;0.0;58.25565;2.78062;149.7433;91.02964;;-81.8155
5122;19.11.19;12:21:16.0;29852.65968;299.84595;50.09552;11.2168;-55.88285;2.75799;-81.83781;;;;;;46.609927;7.680662;29989.78188;5211.0;11.0;0.52;7.6;20.64108;2543.28425;1118.64192;7.0;0.0;60695.95683;67484.70317;111.23204;25.92015;4.80274;46276.95433;-0.53904;-54.93308;;-0.94977;-50.2181;-46.96045;-81.74365;0.0;58.25299;2.75799;149.78353;91.04378;;-81.83781
5123;19.11.19;12:21:17.0;29858.16112;299.84498;49.99851;11.20711;-55.76414;2.72721;-81.80528;;;;;;46.609708;7.681221;29995.33463;5211.0;11.0;0.52;7.6;20.56156;2543.20492;1118.72116;7.0;0.0;60744.5941;67530.98603;111.23839;25.90631;5.31574;46276.9535;-0.54068;-54.81423;;-0.94991;-51.12632;-46.94646;-81.73544;0.0;58.3204;2.72721;148.79893;90.65435;;-81.80528
5124;19.11.19;12:21:18.0;29864.0613;299.84836;49.90954;11.19672;-55.64542;2.6905;-81.77275;;;;;;46.609483;7.681795;30001.28984;5211.0;11.0;0.52;7.6;20.48203;2543.12559;1118.8004;7.0;0.0;60794.65952;67578.44924;111.24498;25.89237;5.95521;46276.88982;-0.54208;-54.69538;;-0.95005;-52.33261;-46.94382;-81.72595;0.0;58.3878;2.6905;147.81432;90.26492;;-81.77275
5125;19.11.19;12:21:19.0;29870.15068;299.85522;49.82972;11.18603;-55.33072;2.65391;-81.70115;;;;;;46.609257;7.682379;30007.43603;5211.0;11.0;0.52;7.6;20.4025;2543.04625;1118.87964;7.0;0.0;60845.40528;67626.81176;111.25142;25.87827;6.14276;46276.47347;-0.53422;-54.38053;;-0.95019;-53.25336;-46.8378;-81.71656;0.0;58.56696;2.65391;145.19963;89.20463;;-81.70115
5126;19.11.19;12:21:20.0;29875.68116;299.86399;49.76034;11.17634;-55.09303;2.61944;-81.6242;;;;;;46.609031;7.682966;30013.01813;5211.0;11.0;0.52;7.6;20.32297;2543.0;1118.95887;7.0;0.0;60896.30205;67674.68785;111.2577;25.86388;5.91162;46276.2505;-0.52924;-54.14271;;-0.95032;-53.60273;-46.80946;-81.70834;0.0;58.70267;2.61944;143.22299;88.38644;;-81.6242
5127;19.11.19;12:21:21.0;29880.8421;299.87324;49.70225;11.16731;-55.10844;2.5921;-81.67231;;;;;;46.608801;7.683553;30018.22725;5211.0;11.0;0.52;7.6;20.24344;2543.0;1118.9233;7.0;0.0;60947.49131;67722.22931;111.26438;25.8493;5.70811;46276.06409;-0.53125;-54.15799;;-0.95045;-53.79487;-46.82676;-81.70355;0.0;58.69394;2.5921;143.35117;88.44002;;-81.67231
5128;19.11.19;12:21:22.0;29886.00304;299.88194;49.65651;11.15828;-54.99362;2.575;-81.70482;;;;;;46.608573;7.684131;30023.43636;5211.0;11.0;0.52;7.6;20.16391;2543.0;1118.76385;7.0;0.0;60997.82702;67769.77076;111.27108;25.83472;5.50461;46276.03112;-0.53262;-54.04304;;-0.95058;-53.78625;-46.8;-81.70284;0.0;58.7599;2.575;142.39626;88.02989;;-81.70482
5129;19.11.19;12:21:23.0;29891.16398;299.88766;49.62843;11.14927;-54.6144;2.56923;-81.65234;;;;;;46.608345;7.684695;30028.64548;5211.0;11.0;0.52;7.6;20.08438;2543.0;1118.6044;7.0;0.0;61047.32008;67817.31221;111.27815;25.82014;5.3011;46276.10522;-0.53975;-53.66368;;-0.95072;-53.84241;-46.78274;-81.7065;0.0;58.97738;2.56923;139.24213;86.6835;;-81.65234
5130;19.11.19;12:21:24.0;29896.54869;299.89196;49.60734;11.13987;-54.96587;2.56701;-81.64678;;;;;;46.608121;7.685256;30034.08047;5211.0;11.0;0.52;7.6;20.00485;2543.0;1118.44495;7.0;0.0;61096.35678;67864.17282;111.28489;25.80608;5.43188;46276.17933;-0.54662;-54.01501;;-0.95085;-53.55613;-46.82839;-81.71033;0.0;58.77573;2.56701;142.16507;87.94074;;-81.64678
5131;19.11.19;12:21:25.0;29902.42705;299.89242;49.60003;11.12962;-55.06888;2.57738;-81.70522;;;;;;46.607897;7.6858;30040.01373;5211.0;11.0;0.52;7.6;20.29542;2543.0;1118.2855;7.0;0.0;61144.13443;67909.84051;111.29207;25.79301;5.93326;46276.27967;-0.55251;-54.11788;;-0.951;-52.94705;-46.87404;-81.71471;0.0;58.71689;2.57738;143.02203;88.30128;;-81.70522
5132;19.11.19;12:21:26.0;29908.20236;299.88882;49.60895;11.11955;-55.27092;2.58948;-81.76296;;;;;;46.607677;7.686333;30045.843;5211.0;11.0;0.52;7.6;20.61004;2543.0;1118.12605;7.0;0.0;61191.01698;67954.54289;111.29912;25.78026;5.82992;46276.34471;-0.56236;-54.31978;;-0.95114;-51.68556;-46.98199;-81.71691;0.0;58.60161;2.58948;144.70241;88.99948;;-81.76296
5133;19.11.19;12:21:27.0;29913.35911;299.88132;49.63186;11.11057;-55.29027;2.60735;-81.73512;;;;;;46.607461;7.686854;30051.04793;5211.0;11.0;0.52;7.6;20.92465;2543.0;1117.96659;7.0;0.0;61236.91517;67998.28697;111.30614;25.76732;5.20932;46276.39951;-0.56228;-54.339;;-0.95127;-50.27454;-47.08753;-81.70976;0.0;58.59063;2.60735;144.86341;89.06676;;-81.73512
5134;19.11.19;12:21:28.0;29918.27228;299.8704;49.66792;11.10201;-55.20283;2.62793;-81.67491;;;;;;46.607242;7.68738;30056.00702;5211.0;11.0;0.52;7.6;21.23926;2543.0;1117.80714;7.0;0.0;61283.31289;68042.18164;111.3133;25.75412;4.95909;46276.4543;-0.56117;-54.25143;;-0.9514;-48.79406;-47.02225;-81.69145;0.0;58.64058;2.62793;144.13626;88.76685;;-81.67491
5135;19.11.19;12:21:29.0;29923.34037;299.85629;49.71996;11.09319;-55.2462;2.65128;-81.64171;;;;;;46.607022;7.68791;30061.12249;5211.0;11.0;0.52;7.6;21.55388;2543.0;1117.64769;7.0;0.0;61330.66704;68087.02467;111.32018;25.7407;5.11323;46276.45252;-0.56666;-54.29467;;-0.95153;-48.3191;-46.90178;-81.66172;0.0;58.6159;2.65128;144.49699;88.91604;;-81.64171
5136;19.11.19;12:21:30.0;29928.71911;299.84095;49.77861;11.08384;-55.30047;2.67688;-81.6154;;;;;;46.606802;7.688457;30066.5515;5211.0;11.0;0.52;7.6;21.86849;2543.0;1117.48824;7.0;0.0;61378.23561;68132.29459;111.32689;25.72741;5.42902;46276.16648;-0.56347;-54.3488;;-0.95167;-48.49365;-46.77278;-81.62116;0.0;58.58502;2.67688;144.94822;89.10231;;-81.6154
5137;19.11.19;12:21:31.0;29934.53723;299.82448;49.8494;11.07373;-55.37981;2.70148;-81.6284;;;;;;46.606588;7.689017;30072.42402;5211.0;11.0;0.52;7.6;22.18311;2543.0;1117.32879;7.0;0.0;61426.42754;68178.35572;111.33285;25.71424;5.87216;46275.95743;-0.56191;-54.42799;;-0.95182;-48.73606;-46.64335;-81.57675;0.0;58.5399;2.70148;145.6078;89.3725;;-81.6284
5138;19.11.19;12:21:32.0;29940.69216;299.80734;49.92727;11.06304;-55.49062;2.72137;-81.64716;;;;;;46.606368;7.689599;30078.63652;5211.0;11.0;0.52;7.6;22.49772;2543.0;1117.16934;7.0;0.0;61476.86562;68226.31248;111.33851;25.70063;6.21227;46276.04202;-0.5647;-54.53865;;-0.95197;-48.9534;-46.53562;-81.52993;0.0;58.4769;2.72137;146.52866;89.74729;;-81.64716
5139;19.11.19;12:21:33.0;29946.56989;299.79071;50.01362;11.05284;-55.51774;2.73836;-81.61303;;;;;;46.606148;7.690194;30084.56923;5211.0;11.0;0.52;7.6;22.81233;2543.0;1117.00989;7.0;0.0;61528.0785;68275.08458;111.34391;25.68646;5.9363;46276.07044;-0.5679;-54.56563;;-0.95211;-48.88277;-46.5228;-81.48221;0.0;58.46159;2.73836;146.75379;89.83668;;-81.61303
5140;19.11.19;12:21:34.0;29951.77523;299.77435;50.10453;11.04382;-55.34733;2.74472;-81.49123;;;;;;46.605929;7.69079;30089.82327;5211.0;11.0;0.52;7.6;23.12695;2543.0;1117.07378;7.0;0.0;61579.41357;68323.63249;111.34912;25.67177;5.25911;46276.15912;-0.5735;-54.39509;;-0.95224;-48.35582;-46.50998;-81.43156;0.0;58.5587;2.74472;145.33752;89.25952;;-81.49123
5141;19.11.19;12:21:35.0;29956.63842;299.759;50.19934;11.0354;-55.20932;2.74507;-81.40595;;;;;;46.605706;7.691391;30094.73198;5211.0;11.0;0.52;7.6;23.44156;2543.0;1117.15243;7.0;0.0;61631.27905;68372.4768;111.35458;25.65666;4.9087;46276.2;-0.58013;-54.25694;;-0.95238;-48.57436;-46.4894;-81.37915;0.0;58.63744;2.74507;144.19022;88.78848;;-81.40595
5142;19.11.19;12:21:36.0;29961.86365;299.74694;50.29735;11.02637;-55.10545;2.74379;-81.35915;;;;;;46.605481;7.691994;30100.00611;5211.0;11.0;0.52;7.6;23.75617;2543.0;1117.23108;7.0;0.0;61683.36228;68421.23703;111.3602;25.64195;5.08191;46276.20391;-0.58149;-54.15293;;-0.95252;-50.11259;-46.36691;-81.32235;0.0;58.69684;2.74379;143.32624;88.42923;;-81.35915
5143;19.11.19;12:21:37.0;29967.42005;299.73643;50.396;11.01677;-55.26644;2.74531;-81.26406;;;;;;46.605253;7.69258;30105.61452;5211.0;11.0;0.52;7.6;24.23321;2543.0;1117.30974;7.0;0.0;61734.31162;68469.73403;111.36653;25.62768;5.44228;46276.29568;-0.58343;-54.31378;;-0.95266;-51.67798;-46.25173;-81.26328;0.0;58.605;2.74531;144.66522;88.98536;;-81.26406
5144;19.11.19;12:21:38.0;29973.29566;299.72593;50.49465;11.00664;-54.60316;2.75194;-81.04183;;;;;;46.605024;7.693155;30111.54515;5211.0;11.0;0.52;7.6;25.26968;2543.0;1117.38839;7.0;0.0;61784.59786;68517.89302;111.37327;25.61386;5.93062;46276.2584;-0.58492;-53.65037;;-0.9528;-52.74263;-46.17675;-81.20527;0.0;58.98489;2.75194;139.14823;86.64815;;-81.04183
5145;19.11.19;12:21:39.0;29979.17489;299.71543;50.5933;10.99651;-55.11538;2.76538;-81.1287;;;;;;46.604794;7.69373;30117.47943;5211.0;11.0;0.52;7.6;26.30616;2543.0;1117.46704;7.0;0.0;61833.85346;68564.96028;111.38037;25.6005;5.93402;46276.22113;-0.58325;-54.16244;;-0.95294;-53.02655;-46.0348;-81.14881;0.0;58.6914;2.76538;143.40886;88.46403;;-81.1287
5146;19.11.19;12:21:40.0;29984.50426;299.70493;50.69195;10.98734;-55.07552;2.77709;-81.12069;;;;;;46.604565;7.694276;30122.85872;5211.0;11.0;0.52;7.6;27.34264;2543.0;1117.5457;7.0;0.0;61882.5541;68611.10957;111.38765;25.58702;5.38815;46276.2;-0.58371;-54.12244;;-0.95307;-53.28528;-45.89965;-81.09703;0.0;58.71428;2.77709;143.07728;88.3246;;-81.12069
5147;19.11.19;12:21:41.0;29989.4112;299.69857;50.78064;10.9789;-55.03566;2.78354;-81.11268;;;;;;46.604339;7.694807;30127.81162;5211.0;11.0;0.52;7.6;28.37911;2543.0;1117.62435;7.0;0.0;61930.09739;68656.81962;111.39504;25.57334;5.03786;46276.2;-0.58549;-54.08245;;-0.95321;-53.3179;-45.81907;-81.05961;0.0;58.73715;2.78354;142.74569;88.18517;;-81.11268
5148;19.11.19;12:21:42.0;29994.17617;299.69434;50.86425;10.97071;-54.9958;2.78998;-81.10467;;;;;;46.604112;7.695351;30132.62124;5211.0;11.0;0.52;7.6;29.41559;2543.0;1117.703;7.0;0.0;61978.43409;68702.31616;111.40218;25.55963;4.88078;46276.39346;-0.58634;-54.04245;;-0.95335;-53.07736;-45.74877;-81.02219;0.0;58.76003;2.78998;142.41411;88.04573;;-81.10467
5149;19.11.19;12:21:43.0;29999.0069;299.6901;50.94785;10.96241;-54.95594;2.79023;-81.09666;;;;;;46.603884;7.695913;30137.49724;5211.0;11.0;0.52;7.6;30.45206;2543.0;1117.78166;7.0;0.0;62027.56648;68748.35988;111.40913;25.54578;4.87508;46276.62066;-0.5893;-54.00246;;-0.95349;-52.83207;-45.75564;-80.99132;0.0;58.78291;2.79023;142.08253;87.9063;;-81.09666
5150;19.11.19;12:21:44.0;30004.24278;299.68586;51.03145;10.95343;-54.94707;2.77031;-81.10029;;;;;;46.603657;7.696479;30142.7822;5211.0;11.0;0.52;7.6;31.48854;2543.0;1117.86031;7.0;0.0;62076.97277;68795.1946;111.41589;25.53201;5.28496;46276.78504;-0.59109;-53.99345;;-0.95362;-52.6865;-45.75014;-80.98177;0.0;58.78806;2.77031;142.00874;87.87553;;-81.10029
5151;19.11.19;12:21:45.0;30010.01515;299.68163;51.11506;10.94354;-54.84808;2.74592;-81.09699;;;;;;46.60343;7.697046;30148.60868;5211.0;11.0;0.52;7.6;32.52501;2542.88575;1117.93896;7.0;0.0;62126.5318;68842.64845;111.42253;25.51852;5.81812;46276.8;-0.59113;-53.89432;;-0.95376;-52.74262;-45.72398;-80.97646;0.0;58.84485;2.74592;141.18522;87.52548;;-81.09699
5152;19.11.19;12:21:46.0;30016.23785;299.67739;51.19866;10.93289;-54.6842;2.70863;-81.05097;;;;;;46.603201;7.697647;30154.88973;5211.0;11.0;0.52;7.6;33.56149;2542.33383;1117.98212;7.0;0.0;62178.76649;68892.25419;111.42843;25.50462;6.28105;46276.73278;-0.60149;-53.7303;;-0.9539;-52.53233;-45.73381;-80.98394;0.0;58.93894;2.70863;139.82205;86.94095;;-81.05097
5153;19.11.19;12:21:47.0;30022.4169;299.67159;51.2705;10.92234;-54.43304;2.66755;-80.98165;;;;;;46.602975;7.698271;30161.12673;5211.0;11.0;0.52;7.6;34.59797;2541.78191;1117.90229;7.0;0.0;62232.22836;68943.29105;111.43348;25.49013;6.23695;46276.33942;-0.59591;-53.47901;;-0.95404;-52.22242;-45.73392;-80.99733;0.0;59.08344;2.66755;137.73403;86.03225;;-80.98165
5154;19.11.19;12:21:48.0;30028.15214;299.66493;51.33575;10.91256;-54.25683;2.62879;-80.94252;;;;;;46.602747;7.698902;30166.91577;5211.0;11.0;0.52;7.6;35.63444;2541.22999;1117.82246;7.0;0.0;62286.49629;68994.60424;111.43851;25.47514;5.78904;46276.42575;-0.60206;-53.30266;;-0.95417;-52.00015;-45.93431;-81.01368;0.0;59.18508;2.62879;136.2704;85.38563;;-80.94252
5155;19.11.19;12:21:49.0;30033.32942;299.65826;51.401;10.90375;-54.19952;2.59713;-80.95552;;;;;;46.60252;7.699527;30172.14162;5211.0;11.0;0.52;7.6;36.67092;2540.67807;1117.74264;7.0;0.0;62340.17474;69045.37298;111.44357;25.45987;5.23418;46276.27771;-0.60094;-53.24522;;-0.9543;-52.4639;-46.03306;-81.02715;0.0;59.21825;2.59713;135.79479;85.17323;;-80.95552
5156;19.11.19;12:21:50.0;30038.16159;299.65159;51.46624;10.89553;-54.14221;2.57587;-80.96852;;;;;;46.602295;7.70014;30177.01913;5211.0;11.0;0.52;7.6;37.70739;2540.12615;1117.66281;7.0;0.0;62392.9423;69095.0982;111.44878;25.44472;4.87825;46276.22601;-0.60462;-53.18777;;-0.95443;-53.01348;-46.06886;-81.03305;0.0;59.25142;2.57587;135.31918;84.96084;;-80.96852
5157;19.11.19;12:21:51.0;30043.35569;299.62569;51.5282;10.88671;-54.11165;2.56568;-80.9811;;;;;;46.602067;7.70074;30182.26198;5211.0;11.0;0.52;7.6;38.74387;2539.57423;1117.58298;7.0;0.0;62444.95048;69143.7264;111.45464;25.43038;4.93515;46276.26505;-0.60803;-53.15709;;-0.95457;-53.48913;-46.01283;-81.029;0.0;59.26914;2.56568;135.06559;84.84764;;-80.9811
5158;19.11.19;12:21:52.0;30048.91333;299.58931;51.58836;10.87727;-54.11819;2.56386;-80.99311;;;;;;46.601836;7.701334;30187.8718;5211.0;11.0;0.52;7.6;39.78035;2539.02231;1117.50315;7.0;0.0;62496.63561;69191.60663;111.46081;25.41669;5.12986;46276.38099;-0.61377;-53.1635;;-0.9547;-53.52222;-45.9773;-81.01649;0.0;59.26544;2.56386;135.11986;84.87199;;-80.99311
5159;19.11.19;12:21:53.0;30054.47096;299.55292;51.64852;10.86784;-54.12474;2.56553;-81.00512;;;;;;46.601605;7.701916;30193.48162;5211.0;11.0;0.52;7.6;40.81682;2538.47039;1117.42333;7.0;0.0;62546.75257;69239.48685;111.46762;25.403;5.32457;46276.58298;-0.62198;-53.16991;;-0.95483;-53.31312;-45.90245;-80.99584;0.0;59.26173;2.56553;135.17413;84.89633;;-81.00512
5160;19.11.19;12:21:54.0;30060.0286;299.51653;51.70868;10.85843;-54.20394;2.56205;-81.07961;;;;;;46.601374;7.70247;30199.09144;5211.0;11.0;0.52;7.6;41.8533;2537.91847;1117.3435;7.0;0.0;62595.99125;69287.36708;111.47479;25.38931;5.51928;46276.44702;-0.62521;-53.24898;;-0.95496;-53.19919;-45.78512;-80.96994;0.0;59.21609;2.56205;135.83156;85.18928;;-81.07961
5161;19.11.19;12:21:55.0;30065.22642;299.48015;51.76885;10.84962;-54.30921;2.54858;-81.17652;;;;;;46.601145;7.703007;30204.33807;5211.0;11.0;0.52;7.6;42.88977;2537.36655;1117.26367;7.0;0.0;62644.01602;69333.72909;111.48218;25.37591;5.25165;46276.32415;-0.61866;-53.35412;;-0.95509;-53.16669;-45.66283;-80.94355;0.0;59.1554;2.54858;136.70535;85.57857;;-81.17652
5162;19.11.19;12:21:56.0;30070.04638;299.42153;51.82864;10.84146;-54.42023;2.5318;-81.16833;;;;;;46.600912;7.703552;30209.2033;5211.0;11.0;0.52;7.6;43.92625;2536.81463;1117.18384;7.0;0.0;62692.30726;69379.33742;111.48984;25.3625;4.86524;46276.5;-0.62709;-53.46501;;-0.95522;-52.74161;-45.67122;-80.91769;0.0;59.09151;2.5318;137.62766;85.98526;;-81.16833
5163;19.11.19;12:21:57.0;30075.03778;299.34387;51.88829;10.83303;-53.67226;2.50882;-80.83145;;;;;;46.60068;7.704108;30214.2416;5211.0;11.0;0.52;7.6;44.96273;2536.26271;1117.10402;7.0;0.0;62740.78465;69425.33548;111.49734;25.3491;5.03835;46276.5;-0.6279;-52.7169;;-0.95536;-52.15461;-45.70931;-80.89363;0.0;59.52424;2.50882;131.42875;83.18898;;-80.83145
5164;19.11.19;12:21:58.0;30080.1519;299.25425;51.94631;10.82442;-53.31035;2.49673;-80.59033;;;;;;46.60045;7.704651;30219.40377;5211.0;11.0;0.52;7.6;45.9992;2536.16752;1117.02419;7.0;0.0;62789.06318;69471.42576;111.50468;25.33581;5.15734;46276.5;-0.63046;-52.35486;;-0.95549;-51.58215;-45.73181;-80.87037;0.0;59.73517;2.49673;128.4484;81.7894;;-80.59033
5165;19.11.19;12:21:59.0;30085.70882;299.15197;52.001;10.81508;-53.18658;2.4927;-80.47508;;;;;;46.600213;7.705227;30225.01292;5211.0;11.0;0.52;7.6;47.03568;2536.48721;1117.11073;7.0;0.0;62840.24121;69519.83538;111.51164;25.32203;5.60915;46276.45478;-0.631;-52.23096;;-0.95562;-52.57113;-45.64502;-80.84804;0.0;59.80764;2.4927;127.43269;81.30199;;-80.47508
5166;19.11.19;12:22:00.0;30091.91507;299.04487;52.05432;10.80465;-53.56422;2.51864;-80.62485;;;;;;46.599973;7.705835;30231.27752;5211.0;11.0;0.52;7.6;48.07215;2536.80691;1117.2696;7.0;0.0;62893.20392;69570.4271;111.51835;25.30803;6.25664;46276.42944;-0.62332;-52.60847;;-0.95576;-53.20065;-45.59453;-80.8288;0.0;59.58858;2.51864;130.55367;82.73523;;-80.62485
5167;19.11.19;12:22:01.0;30097.70696;298.93158;52.10242;10.7949;-53.94186;2.56091;-80.77462;;;;;;46.599734;7.706449;30237.12387;5211.0;11.0;0.52;7.6;49.10863;2537.1266;1117.42847;7.0;0.0;62946.61549;69621.56369;111.52468;25.29346;6.12774;46276.48878;-0.6228;-52.98597;;-0.95589;-53.50908;-45.54749;-80.81101;0.0;59.36952;2.56091;133.67466;84.16847;;-80.77462
5168;19.11.19;12:22:02.0;30103.03164;298.81414;52.14535;10.78594;-54.31951;2.60751;-80.92439;;;;;;46.599503;7.707081;30242.49862;5211.0;11.0;0.52;7.6;49.72268;2537.44629;1117.58734;7.0;0.0;63001.07671;69673.07631;111.52987;25.27833;5.62034;46276.68245;-0.62738;-53.36348;;-0.95603;-53.74788;-45.48758;-80.79627;0.0;59.15046;2.60751;136.79564;85.60171;;-80.92439
5169;19.11.19;12:22:03.0;30107.98765;298.69826;52.18083;10.7776;-54.43088;2.64683;-80.95173;;;;;;46.599266;7.707731;30247.50124;5211.0;11.0;0.52;7.6;47.74186;2537.76598;1117.74621;7.0;0.0;63056.97331;69725.28982;111.53506;25.26261;5.00262;46276.80382;-0.62906;-53.47471;;-0.95616;-53.90638;-45.47689;-80.78291;0.0;59.08591;2.64683;137.71601;86.0245;;-80.95173
5170;19.11.19;12:22:04.0;30112.39023;298.58361;52.21315;10.7702;-54.39475;2.68147;-80.8999;;;;;;46.599035;7.708373;30251.94524;5211.0;11.0;0.52;7.6;45.76103;2538.08568;1117.90508;7.0;0.0;63112.0917;69777.16711;111.53997;25.24654;4.46122;46276.97355;-0.63562;-53.43846;;-0.9563;-54.10443;-45.53975;-80.76961;0.0;59.10679;2.68147;137.41587;85.8925;;-80.8999
