# event_dt: 2020-01-02T120000Z
# instr_id: i4
# tag_abbr:
#     - e2
#     - b2
#     - day
Rel. Time;Date;Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);ALT (m);STA;SAT;HDOP (m);VDOP (m);GPS Jamming;Battery Voltage (v);Transmitter Voltage (V);FSM state;Error Flag;DIST (m);ALD (m);AZI (°);ELE (°);CR (m/s);U_ref;T_REF (°C);T_A3 (°C);T_10 (°C);V-Corr (°C);T_CH (°C);T_HY50 (°C);DP_HY50 (°C);RH_HY50 (%);RH_MAX (%);RH_HY50_OUTS;TAU_INC;TAU_DEC;RH_HY50_K_LIM;DP_HY50_K
5171;19.11.19;12:22:05.0;30116.84724;298.47924;52.23775;10.7627;-54.30243;2.7015;-80.79827;;;;;;46.598809;7.709011;30256.44419;5211.0;11.0;0.52;7.6;43.78021;2538.40537;1118.06394;7.0;0.0;63166.71549;69828.47345;111.54438;25.23077;4.49895;46276.72399;-0.63387;-53.346;;-0.95643;-54.20102;-45.60261;-80.75523;0.0;59.1601;2.7015;136.64913;85.55291;;-80.79827
5172;19.11.19;12:22:06.0;30121.95551;298.38031;52.25827;10.75413;-54.21887;2.71585;-80.70234;;;;;;46.598585;7.709652;30261.60053;5211.0;11.0;0.52;7.6;41.79938;2538.72506;1118.22281;7.0;0.0;63221.46502;69879.87046;111.54867;25.21559;5.15594;46276.43638;-0.63147;-53.26231;;-0.95656;-54.18826;-45.59908;-80.73574;0.0;59.20837;2.71585;135.9552;85.24549;;-80.70234
5173;19.11.19;12:22:07.0;30127.40437;298.29382;52.27419;10.74499;-54.22334;2.72891;-80.67465;;;;;;46.598375;7.710244;30267.10067;5211.0;11.0;0.52;7.6;39.81856;2539.04476;1118.38168;7.0;0.0;63272.07316;69928.41347;111.55288;25.20184;5.48432;46276.5;-0.64531;-53.26666;;-0.95669;-53.9741;-45.56909;-80.70809;0.0;59.20586;2.72891;135.99238;85.26205;;-80.67465
5174;19.11.19;12:22:08.0;30132.93413;298.22465;52.28525;10.73572;-54.25869;2.74155;-80.68077;;;;;;46.598166;7.71082;30272.68248;5211.0;11.0;0.52;7.6;37.83773;2539.36445;1118.54055;7.0;0.0;63321.67825;69975.56808;111.55728;25.18872;5.58182;46276.36163;-0.64905;-53.30188;;-0.95682;-53.73902;-45.41186;-80.67153;0.0;59.18553;2.74155;136.28585;85.39254;;-80.68077
5175;19.11.19;12:22:09.0;30138.22286;298.17252;52.29276;10.72686;-54.31578;2.75419;-80.68689;;;;;;46.597958;7.711393;30278.02101;5211.0;11.0;0.52;7.6;35.85691;2539.68414;1118.69942;7.0;0.0;63371.53421;70022.98222;111.56152;25.1753;5.34142;46276.32523;-0.65226;-53.35883;;-0.95695;-53.44995;-45.32559;-80.63496;0.0;59.15268;2.75419;136.75989;85.60283;;-80.68689
5176;19.11.19;12:22:10.0;30143.18211;298.13858;52.29784;10.71856;-54.38221;2.76364;-80.70662;;;;;;46.597752;7.711976;30283.02696;5211.0;11.0;0.52;7.6;33.87608;2540.0019;1118.85829;7.0;0.0;63421.22435;70070.06652;111.5656;25.16173;5.00595;46276.23643;-0.65538;-53.42514;;-0.95708;-53.16087;-45.26734;-80.59718;0.0;59.11447;2.76364;137.3117;85.8464;;-80.70662
5177;19.11.19;12:22:11.0;30148.09136;298.12342;52.30179;10.71034;-54.4109;2.76037;-80.71319;;;;;;46.597545;7.712559;30287.98245;5211.0;11.0;0.52;7.6;31.89525;2540.16057;1118.99143;7.0;0.0;63470.70355;70116.97684;111.56987;25.1482;4.95624;46276.2;-0.65165;-53.4537;;-0.9572;-52.9138;-45.22643;-80.55624;0.0;59.09801;2.76037;137.55005;85.95154;;-80.71319
5178;19.11.19;12:22:12.0;30153.32502;298.13834;52.30539;10.7016;-54.24323;2.74398;-80.63542;;;;;;46.597338;7.713134;30293.26541;5211.0;11.0;0.52;7.6;29.91443;2540.31924;1118.9121;7.0;0.0;63520.07115;70164.03604;111.57423;25.13492;5.28297;46276.20337;-0.65615;-53.28589;;-0.95734;-52.95683;-45.15762;-80.51714;0.0;59.19508;2.74398;136.16044;85.32455;;-80.63542
5179;19.11.19;12:22:13.0;30158.98898;298.16575;52.30894;10.69215;-54.023;2.718;-80.53702;;;;;;46.597125;7.713729;30298.98274;5211.0;11.0;0.52;7.6;27.9336;2540.47791;1118.83276;7.0;0.0;63571.17392;70212.62799;111.57856;25.12148;5.71044;46276.4;-0.65944;-53.06552;;-0.95748;-53.31056;-45.0888;-80.48129;0.0;59.32259;2.718;134.33554;84.49986;;-80.53702
5180;19.11.19;12:22:14.0;30164.79955;298.19316;52.31249;10.68247;-53.80277;2.68757;-80.43862;;;;;;46.596903;7.714338;30304.84807;5211.0;11.0;0.52;7.6;25.95278;2540.63657;1118.75343;7.0;0.0;63623.51;70262.56347;111.58331;25.10767;5.86532;46276.38931;-0.65531;-52.84515;;-0.95762;-53.46751;-45.00784;-80.45371;0.0;59.45011;2.68757;132.51065;83.67517;;-80.43862
5181;19.11.19;12:22:15.0;30170.38747;298.23982;52.31736;10.67318;-53.56528;2.65794;-80.33388;;;;;;46.596681;7.714961;30310.48866;5211.0;11.0;0.52;7.6;25.74208;2540.79524;1118.6741;7.0;0.0;63676.97281;70313.29401;111.58772;25.09337;5.64354;46276.33307;-0.65148;-52.60752;;-0.95776;-53.2939;-44.88348;-80.43012;0.0;59.58777;2.65794;130.54466;82.78099;;-80.33388
5182;19.11.19;12:22:16.0;30175.43272;298.30428;52.32402;10.66481;-53.37011;2.63293;-80.2826;;;;;;46.596458;7.715593;30315.58147;5211.0;11.0;0.52;7.6;27.1719;2540.95391;1118.59476;7.0;0.0;63730.98086;70364.63876;111.59199;25.07838;5.25819;46276.3;-0.64995;-52.41222;;-0.95789;-53.06219;-44.82599;-80.42409;0.0;59.70153;2.63293;128.937;82.02647;;-80.2826
5183;19.11.19;12:22:17.0;30180.19503;298.37739;52.33245;10.65691;-53.71916;2.61385;-80.53714;;;;;;46.596229;7.716231;30320.38868;5211.0;11.0;0.52;7.6;28.60172;2541.11257;1118.51543;7.0;0.0;63785.76636;70416.1248;111.59665;25.06309;4.9493;46276.33415;-0.65122;-52.76115;;-0.95801;-52.71244;-44.84474;-80.43133;0.0;59.49847;2.61385;131.81521;83.36986;;-80.53714
5184;19.11.19;12:22:18.0;30184.70699;298.45542;52.34324;10.64943;-53.65662;2.59807;-80.52806;;;;;;46.596;7.716871;30324.9432;5211.0;11.0;0.52;7.6;30.03154;2541.27124;1118.4361;7.0;0.0;63839.91021;70467.00215;111.60157;25.04783;4.558;46276.4109;-0.65266;-52.69849;;-0.95814;-52.59684;-44.97631;-80.45086;0.0;59.53486;2.59807;131.29844;83.13142;;-80.52806
5185;19.11.19;12:22:19.0;30189.38001;298.5345;52.35628;10.64169;-53.50364;2.58547;-80.49048;;;;;;46.595772;7.717494;30329.66029;5211.0;11.0;0.52;7.6;31.46136;2541.42991;1118.35676;7.0;0.0;63893.46904;70517.50044;111.60652;25.03289;4.52846;46276.48764;-0.65542;-52.54538;;-0.95826;-52.71204;-45.18457;-80.47908;0.0;59.624;2.58547;130.03752;82.5417;;-80.49048
5186;19.11.19;12:22:20.0;30194.39033;298.61045;52.37192;10.63341;-53.23922;2.57793;-80.41777;;;;;;46.595544;7.718107;30334.71788;5211.0;11.0;0.52;7.6;32.89117;2541.58858;1118.27743;7.0;0.0;63947.02787;70568.12439;111.61147;25.01823;4.88816;46276.5;-0.66088;-52.28083;;-0.95838;-53.10804;-45.22075;-80.5084;0.0;59.77813;2.57793;127.85972;81.51916;;-80.41777
5187;19.11.19;12:22:21.0;30199.76804;298.6788;52.3899;10.62452;-53.45164;2.57689;-80.47891;;;;;;46.595318;7.718718;30340.14632;5211.0;11.0;0.52;7.6;34.32099;2541.74724;1118.1981;7.0;0.0;63999.99224;70617.6124;111.61654;25.00435;5.24329;46276.30384;-0.66613;-52.49313;;-0.95851;-53.49128;-45.20597;-80.53587;0.0;59.65435;2.57689;129.60785;82.34311;;-80.47891
5188;19.11.19;12:22:22.0;30205.47284;298.73;52.41048;10.6151;-53.63003;2.57726;-80.57474;;;;;;46.595092;7.719299;30345.90496;5211.0;11.0;0.52;7.6;35.75081;2541.90591;1118.11876;7.0;0.0;64050.55434;70666.08901;111.62233;24.99117;5.59435;46276.57781;-0.67138;-52.67139;;-0.95864;-53.10577;-45.24932;-80.56134;0.0;59.55064;2.57726;131.07923;83.02888;;-80.57474
5189;19.11.19;12:22:23.0;30210.8829;298.77315;52.43219;10.60617;-53.75576;2.58089;-80.66547;;;;;;46.594869;7.719859;30351.36608;5211.0;11.0;0.52;7.6;37.18063;2542.0;1118.03943;7.0;0.0;64099.54699;70713.51819;111.62835;24.97814;5.60845;46276.73622;-0.67548;-52.79698;;-0.95878;-51.50555;-45.38604;-80.57915;0.0;59.47767;2.58089;132.11778;83.50918;;-80.66547
5190;19.11.19;12:22:24.0;30216.03367;298.79688;52.45456;10.59766;-53.81747;2.58264;-80.69563;;;;;;46.594644;7.720417;30356.56547;5211.0;11.0;0.52;7.6;38.61045;2542.0;1117.9601;7.0;0.0;64148.48882;70760.02593;111.6347;24.96524;5.32615;46276.39876;-0.67166;-52.85855;;-0.95891;-49.69087;-45.39237;-80.58751;0.0;59.44196;2.58264;132.6283;83.74297;;-80.69563
5191;19.11.19;12:22:25.0;30221.30348;298.79473;52.47712;10.58897;-53.66119;2.58145;-80.61669;;;;;;46.594419;7.72097;30361.88504;5211.0;11.0;0.52;7.6;40.04027;2542.0;1117.88076;7.0;0.0;64197.05368;70806.95252;111.64114;24.95232;5.25912;46276.13524;-0.6694;-52.70214;;-0.95905;-50.24569;-45.35607;-80.58189;0.0;59.53275;2.58145;131.3363;83.14852;;-80.61669
5192;19.11.19;12:22:26.0;30226.67029;298.76634;52.49827;10.58013;-53.50029;2.57921;-80.55456;;;;;;46.594189;7.721538;30367.30253;5211.0;11.0;0.52;7.6;41.47009;2542.0;1117.80143;7.0;0.0;64246.89049;70854.22044;111.64758;24.93936;5.36752;46275.97768;-0.67128;-52.5411;;-0.95918;-50.94907;-45.30577;-80.55665;0.0;59.62636;2.57921;130.00783;82.53251;;-80.55456
5193;19.11.19;12:22:27.0;30232.35339;298.70105;52.51536;10.57079;-53.49834;2.57831;-80.51773;;;;;;46.593958;7.722116;30373.03931;5211.0;11.0;0.52;7.6;42.89991;2542.0;1117.72209;7.0;0.0;64297.50419;70902.2483;111.65394;24.92642;5.73206;46276.095;-0.67688;-52.53902;;-0.95931;-51.46666;-45.25547;-80.53103;0.0;59.62757;2.57831;129.99176;82.52501;;-80.51773
5194;19.11.19;12:22:28.0;30238.30555;298.62029;52.53056;10.561;-53.49639;2.58338;-80.4809;;;;;;46.59372;7.722717;30379.0477;5211.0;11.0;0.52;7.6;41.68334;2542.0;1117.64276;7.0;0.0;64350.02868;70952.27025;111.66028;24.91301;6.00912;46276.27902;-0.68428;-52.53694;;-0.95945;-51.04732;-45.20518;-80.50423;0.0;59.62878;2.58338;129.97569;82.51751;;-80.4809
5195;19.11.19;12:22:29.0;30244.25639;298.49458;52.53672;10.55123;-53.49444;2.595;-80.44407;;;;;;46.593478;7.723332;30385.05477;5211.0;11.0;0.52;7.6;40.26758;2542.0;1117.56343;7.0;0.0;64403.69475;71003.51318;111.66665;24.89915;6.00771;46276.39233;-0.69127;-52.53486;;-0.95958;-51.15475;-45.15488;-80.47744;0.0;59.62999;2.595;129.95963;82.51002;;-80.44407
5196;19.11.19;12:22:30.0;30249.5897;298.34413;52.53791;10.54248;-53.52052;2.61248;-80.43319;;;;;;46.593236;7.723954;30390.43848;5211.0;11.0;0.52;7.6;38.85182;2542.0;1117.48409;7.0;0.0;64457.86007;71054.93735;111.6728;24.88468;5.40128;46276.20449;-0.6873;-52.5608;;-0.95971;-51.85863;-45.10458;-80.44845;0.0;59.6149;2.61248;130.17468;82.61028;;-80.43319
5197;19.11.19;12:22:31.0;30254.29619;298.19367;52.53909;10.53477;-53.6521;2.63319;-80.44543;;;;;;46.592989;7.724589;30395.18946;5211.0;11.0;0.52;7.6;37.43605;2542.0;1117.40476;7.0;0.0;64513.19067;71107.03389;111.67908;24.86943;4.75098;46276.36474;-0.69155;-52.69226;;-0.95985;-52.23115;-45.03248;-80.41019;0.0;59.53848;2.63319;131.26103;83.11433;;-80.44543
5198;19.11.19;12:22:32.0;30258.78734;298.00905;52.53029;10.52741;-53.68138;2.65448;-80.42923;;;;;;46.592744;7.72523;30399.72308;5211.0;11.0;0.52;7.6;36.02029;2542.0;1117.32543;7.0;0.0;64568.84534;71159.40105;111.685;24.85391;4.53831;46276.57554;-0.69539;-52.7214;;-0.95998;-52.28671;-44.94376;-80.36129;0.0;59.52155;2.65448;131.50285;83.22614;;-80.42923
5199;19.11.19;12:22:33.0;30263.42086;297.80469;52.51573;10.51982;-53.64903;2.67594;-80.35614;;;;;;46.592502;7.72588;30404.40041;5211.0;11.0;0.52;7.6;34.60453;2542.0;1117.24609;7.0;0.0;64623.79474;71211.28037;111.69074;24.83872;4.67733;46276.86494;-0.69685;-52.68892;;-0.96011;-52.44913;-44.93087;-80.30476;0.0;59.54042;2.67594;131.23563;83.10253;;-80.35614
5200;19.11.19;12:22:34.0;30268.68286;297.58798;52.49506;10.51121;-53.51092;2.69985;-80.23642;;;;;;46.592262;7.726502;30409.71217;5211.0;11.0;0.52;7.6;33.18877;2542.0;1117.16676;7.0;0.0;64678.40521;71262.30519;111.69654;24.82445;5.09432;46276.75871;-0.69699;-52.55067;;-0.96025;-52.86049;-44.82282;-80.23742;0.0;59.6208;2.69985;130.09571;82.57301;;-80.23642
5201;19.11.19;12:22:35.0;30274.28832;297.36423;52.47092;10.50205;-53.38624;2.72376;-80.13697;;;;;;46.592025;7.727099;30415.37066;5211.0;11.0;0.52;7.6;31.77301;2542.0;1117.08743;7.0;0.0;64731.24483;71312.8498;111.70253;24.81067;5.48421;46276.65248;-0.6943;-52.42586;;-0.96038;-52.43164;-44.82599;-80.17007;0.0;59.69347;2.72376;129.06799;82.09237;;-80.13697
5202;19.11.19;12:22:36.0;30279.75956;297.14167;52.44428;10.49311;-53.4265;2.75026;-80.07815;;;;;;46.591802;7.727692;30420.89366;5211.0;11.0;0.52;7.6;30.35724;2541.97837;1117.00809;7.0;0.0;64782.64611;71362.072;111.70768;24.79729;5.61349;46276.53513;-0.69144;-52.46599;;-0.96051;-51.70736;-44.665;-80.09992;0.0;59.6701;2.75026;129.3997;82.24777;;-80.07815
5203;19.11.19;12:22:37.0;30285.1223;296.9263;52.41547;10.48436;-53.46675;2.78701;-80.01933;;;;;;46.591589;7.728286;30426.30714;5211.0;11.0;0.52;7.6;28.94148;2541.95192;1117.14143;7.0;0.0;64833.56403;71410.22525;111.7118;24.78424;5.53212;46276.66044;-0.69408;-52.50611;;-0.96064;-49.94829;-44.49559;-80.01985;0.0;59.64673;2.78701;129.7314;82.40318;;-80.01933
5204;19.11.19;12:22:38.0;30290.48503;296.72548;52.38639;10.47562;-53.73598;2.82558;-79.98255;;;;;;46.591388;7.728883;30431.72062;5211.0;11.0;0.52;7.6;27.52572;2541.92548;1117.29892;7.0;0.0;64883.71997;71458.37851;111.71498;24.77118;5.45075;46276.8847;-0.70206;-52.77521;;-0.96077;-49.70744;-44.29003;-79.94236;0.0;59.49042;2.82558;131.95571;83.43045;;-79.98255
5205;19.11.19;12:22:39.0;30295.37689;296.545;52.35833;10.46764;-53.73437;2.85832;-79.96237;;;;;;46.591192;7.729467;30436.65878;5211.0;11.0;0.52;7.6;26.10996;2541.89903;1117.45641;7.0;0.0;64933.51338;71505.9753;111.71778;24.75793;4.94472;46276.99403;-0.70206;-52.77347;;-0.9609;-50.27692;-44.09613;-79.87502;0.0;59.49133;2.85832;131.94107;83.42737;;-79.96237
5206;19.11.19;12:22:40.0;30299.94566;296.39075;52.33173;10.4602;-53.70994;2.89107;-79.93881;;;;;;46.591007;7.730057;30441.2708;5211.0;11.0;0.52;7.6;25.19038;2541.87259;1117.61391;7.0;0.0;64983.37351;71553.18036;111.71938;24.74457;4.61203;46276.8;-0.70072;-52.74892;;-0.96102;-50.86503;-43.98927;-79.80768;0.0;59.50557;2.89107;131.73892;83.33496;;-79.93881
5207;19.11.19;12:22:41.0;30304.71706;296.27616;52.30725;10.45243;-53.82476;2.91733;-79.89711;;;;;;46.590828;7.730656;30446.08738;5211.0;11.0;0.52;7.6;26.07179;2541.84615;1117.7714;7.0;0.0;65033.27166;71600.63039;111.72028;24.73131;4.81356;46276.75943;-0.71086;-52.8636;;-0.96115;-51.24227;-43.89287;-79.74782;0.0;59.43903;2.91733;132.68862;83.77057;;-79.89711
5208;19.11.19;12:22:42.0;30309.89761;296.17918;52.28375;10.444;-53.59363;2.92224;-79.805;;;;;;46.590652;7.731277;30451.31699;5211.0;11.0;0.52;7.6;26.95321;2541.8197;1117.92889;7.0;0.0;65084.55728;71649.2706;111.72037;24.718;5.22961;46276.6;-0.71046;-52.63235;;-0.96128;-51.11708;-43.82337;-79.71263;0.0;59.57329;2.92224;130.77811;82.89081;;-79.805
5209;19.11.19;12:22:43.0;30315.40889;296.11363;52.26137;10.43505;-53.56084;2.92223;-79.77744;;;;;;46.590482;7.731909;30456.88047;5211.0;11.0;0.52;7.6;27.83462;2541.79326;1118.08638;7.0;0.0;65136.42791;71698.78462;111.71971;24.70468;5.55812;46276.68749;-0.71486;-52.59942;;-0.96142;-50.86127;-43.86234;-79.68599;0.0;59.59244;2.92223;130.50751;82.76497;;-79.77744
5210;19.11.19;12:22:44.0;30320.92527;296.08636;52.23985;10.4261;-53.52805;2.9076;-79.74988;;;;;;46.590312;7.732548;30462.44911;5211.0;11.0;0.52;7.6;28.71603;2541.76681;1118.24388;7.0;0.0;65188.81756;71748.77877;111.71875;24.69121;5.56937;46276.8;-0.71999;-52.56649;;-0.96156;-51.13207;-43.87622;-79.68478;0.0;59.61159;2.9076;130.2369;82.63913;;-79.74988
5211;19.11.19;12:22:45.0;30326.28335;296.09744;52.21797;10.41742;-53.49504;2.88973;-79.75473;;;;;;46.59013;7.733209;30467.85797;5211.0;11.0;0.52;7.6;29.59744;2541.74037;1118.40137;7.0;0.0;65243.21521;71799.96027;111.71833;24.6772;5.48447;46276.73599;-0.72071;-52.53334;;-0.96169;-51.55173;-43.87476;-79.68706;0.0;59.63088;2.88973;129.96458;82.5122;;-79.75473
5212;19.11.19;12:22:46.0;30331.53735;296.12367;52.19582;10.40891;-53.4617;2.86038;-79.80602;;;;;;46.58994;7.733868;30473.16177;5211.0;11.0;0.52;7.6;30.47885;2541.71392;1118.55886;7.0;0.0;65297.77284;71851.81876;111.71874;24.66286;5.411;46276.7;-0.71981;-52.49987;;-0.96183;-51.75678;-43.90575;-79.70309;0.0;59.65036;2.86038;129.68979;82.38372;;-79.80602
5213;19.11.19;12:22:47.0;30336.79135;296.17205;52.17226;10.40041;-53.42837;2.82306;-79.85731;;;;;;46.589736;7.734515;30478.46556;5211.0;11.0;0.52;7.6;31.36026;2541.68748;1118.71636;7.0;0.0;65352.11166;71903.67726;111.72069;24.64853;5.33752;46276.7;-0.71703;-52.4664;;-0.96196;-51.77817;-43.98286;-79.73071;0.0;59.66985;2.82306;129.415;82.25524;;-79.85731
5214;19.11.19;12:22:48.0;30342.16264;296.24689;52.14687;10.39173;-53.42383;2.78056;-79.82538;;;;;;46.589525;7.735159;30483.88777;5211.0;11.0;0.52;7.6;32.24167;2541.66103;1118.87385;7.0;0.0;65406.60443;71955.48938;111.72341;24.63434;5.42058;46276.90446;-0.71914;-52.46172;;-0.9621;-51.48249;-44.03116;-79.75971;0.0;59.67257;2.78056;129.37752;82.23777;;-79.82538
5215;19.11.19;12:22:49.0;30347.9368;296.33059;52.12082;10.38242;-52.79083;2.73827;-79.68732;;;;;;46.589302;7.735791;30489.71668;5211.0;11.0;0.52;7.6;33.12308;2541.63459;1118.96829;7.0;0.0;65460.69187;72007.00942;111.7274;24.62064;5.82891;46276.98729;-0.72694;-51.82859;;-0.96224;-50.90838;-44.09333;-79.79011;0.0;60.04276;2.73827;124.18724;79.7553;;-79.68732
5216;19.11.19;12:22:50.0;30353.44146;296.42389;52.09406;10.37355;-52.81231;2.70243;-79.72181;;;;;;46.589068;7.736392;30495.27355;5211.0;11.0;0.52;7.6;34.00449;2541.60814;1118.80893;7.0;0.0;65513.00109;72056.8178;111.73322;24.60736;5.82053;46276.83862;-0.72554;-51.84993;;-0.96237;-50.13927;-44.30815;-79.81699;0.0;60.03013;2.70243;124.36054;79.84321;;-79.72181
5217;19.11.19;12:22:51.0;30358.49199;296.5291;52.06915;10.36543;-52.89349;2.67781;-79.76705;;;;;;46.588828;7.736978;30500.37198;5211.0;11.0;0.52;7.6;34.8859;2541.5817;1118.64958;7.0;0.0;65564.01709;72105.38155;111.74012;24.59414;5.31803;46276.52552;-0.72163;-51.93098;;-0.96251;-49.69234;-44.39678;-79.83239;0.0;59.98261;2.67781;125.02347;80.16507;;-79.76705
5218;19.11.19;12:22:52.0;30363.08151;296.63818;52.04553;10.35806;-52.89666;2.66406;-79.76921;;;;;;46.588587;7.737549;30505.00505;5211.0;11.0;0.52;7.6;35.76731;2541.55526;1118.49022;7.0;0.0;65614.80029;72153.49186;111.74727;24.5807;4.64662;46276.31125;-0.72043;-51.93402;;-0.96264;-49.44831;-44.36382;-79.8338;0.0;59.98083;2.66406;125.0494;80.1776;;-79.76921
5219;19.11.19;12:22:53.0;30367.40086;296.74726;52.02192;10.35112;-52.89983;2.65892;-79.77136;;;;;;46.588354;7.738106;30509.36538;5211.0;11.0;0.52;7.6;36.75906;2541.52881;1118.33086;7.0;0.0;65664.39423;72200.6138;111.75393;24.5674;4.35911;46276.2;-0.72669;-51.93705;;-0.96277;-48.20463;-44.34587;-79.82893;0.0;59.97905;2.65892;125.07533;80.19012;;-79.77136
5220;19.11.19;12:22:54.0;30371.98814;296.86155;52.00428;10.34376;-52.903;2.65884;-79.77352;;;;;;46.588128;7.738679;30513.99619;5211.0;11.0;0.52;7.6;37.7904;2541.50237;1118.17151;7.0;0.0;65714.50796;72248.02368;111.75969;24.55425;4.63081;46276.2;-0.73203;-51.94009;;-0.9629;-47.74568;-44.29033;-79.81163;0.0;59.97727;2.65884;125.10126;80.20265;;-79.77352
5221;19.11.19;12:22:55.0;30377.00836;296.98719;52.00148;10.33571;-52.90617;2.66152;-79.77568;;;;;;46.587903;7.739264;30519.06406;5211.0;11.0;0.52;7.6;38.82174;2541.47592;1118.01215;7.0;0.0;65765.29572;72296.27202;111.76507;24.54119;5.06752;46275.96108;-0.72998;-51.94313;;-0.96304;-49.21855;-44.01593;-79.78871;0.0;59.97549;2.66152;125.12718;80.21517;;-79.77568
5222;19.11.19;12:22:56.0;30382.5774;297.11703;52.00441;10.32678;-52.90934;2.66696;-79.77784;;;;;;46.587692;7.739848;30524.68597;5211.0;11.0;0.52;7.6;39.85307;2541.44948;1117.85279;7.0;0.0;65815.4896;72344.40903;111.76913;24.52868;5.62167;46276.08099;-0.73162;-51.94617;;-0.96317;-50.84082;-43.89349;-79.77492;0.0;59.97371;2.66696;125.15311;80.2277;;-79.77784
5223;19.11.19;12:22:57.0;30388.45652;297.24688;52.00735;10.31737;-52.77606;2.6758;-79.73188;;;;;;46.587492;7.740449;30530.62092;5211.0;11.0;0.52;7.6;40.88441;2541.42303;1117.69344;7.0;0.0;65866.4134;72393.01792;111.7718;24.5163;5.9225;46276.14082;-0.7367;-51.81277;;-0.9633;-51.4181;-43.92172;-79.77566;0.0;60.052;2.6758;124.06606;79.69793;;-79.73188
5224;19.11.19;12:22:58.0;30394.35645;297.38891;52.02527;10.30794;-52.59156;2.6868;-79.66785;;;;;;46.587304;7.74106;30536.57688;5211.0;11.0;0.52;7.6;41.91575;2541.39659;1117.53408;7.0;0.0;65917.5534;72442.19;111.77319;24.50374;5.9452;46276.18548;-0.73904;-51.62813;;-0.96343;-50.81601;-43.94995;-79.77639;0.0;60.16036;2.6868;122.56108;78.96453;;-79.66785
5225;19.11.19;12:22:59.0;30400.01826;297.54457;52.05941;10.29889;-53.184;2.69567;-79.90001;;;;;;46.587122;7.741693;30542.29246;5211.0;11.0;0.52;7.6;42.94708;2541.37014;1117.37473;7.0;0.0;65970.02053;72492.28299;111.7735;24.49065;5.71559;46276.23015;-0.74202;-52.22044;;-0.96356;-49.46167;-43.97819;-79.77713;0.0;59.81329;2.69567;127.40452;81.30635;;-79.90001
5226;19.11.19;12:23:00.0;30405.40765;297.71119;52.10671;10.29027;-53.37437;2.69643;-80.0673;;;;;;46.586941;7.742348;30547.73306;5211.0;11.0;0.52;7.6;43.97842;2541.3437;1117.21537;7.0;0.0;66023.9822;72543.45294;111.77313;24.47696;5.44427;46276.27481;-0.7441;-52.41068;;-0.96369;-48.04873;-44.00805;-79.78255;0.0;59.70234;2.69643;128.97062;82.04585;;-80.0673
5227;19.11.19;12:23:01.0;30410.62397;297.88836;52.167;10.28194;-53.17678;2.68655;-79.93404;;;;;;46.586753;7.742969;30552.99895;5211.0;11.0;0.52;7.6;45.00976;2541.31726;1117.05601;7.0;0.0;66076.50869;72593.58688;111.77398;24.46352;5.27215;46276.3363;-0.74869;-52.21294;;-0.96383;-49.19973;-44.09245;-79.80481;0.0;59.81777;2.68655;127.3469;81.27561;;-79.93404
5228;19.11.19;12:23:02.0;30416.16937;298.07542;52.24273;10.2731;-52.66713;2.67228;-79.794;;;;;;46.586561;7.743583;30558.59705;5211.0;11.0;0.52;7.6;46.04109;2541.29081;1116.89666;7.0;0.0;66128.16777;72642.92826;111.77552;24.45066;5.5981;46276.41957;-0.76018;-51.70315;;-0.96397;-50.53599;-44.1969;-79.82916;0.0;60.1171;2.67228;123.19531;79.24859;;-79.794
5229;19.11.19;12:23:03.0;30422.27602;298.26613;52.32484;10.26339;-52.15853;2.66257;-79.7334;;;;;;46.58637;7.744209;30564.76175;5211.0;11.0;0.52;7.6;47.07243;2541.26437;1116.7373;7.0;0.0;66179.82685;72692.42103;111.77707;24.43826;6.15821;46276.50283;-0.76862;-51.19441;;-0.96412;-51.45854;-44.37408;-79.84748;0.0;60.41649;2.66257;119.06657;77.20998;;-79.7334
5230;19.11.19;12:23:04.0;30428.41879;298.45945;52.41537;10.25364;-52.58182;2.65764;-79.80092;;;;;;46.58616;7.744804;30570.96292;5211.0;11.0;0.52;7.6;48.10377;2541.23792;1116.57795;7.0;0.0;66230.43157;72741.22294;111.78084;24.42616;6.20026;46276.58609;-0.76393;-51.61755;;-0.96427;-51.96238;-44.41873;-79.859;0.0;60.16764;2.65764;122.50631;78.90298;;-79.80092
5231;19.11.19;12:23:05.0;30434.16142;298.65148;52.51434;10.24452;-53.00511;2.67089;-79.86844;;;;;;46.585932;7.745387;30576.76016;5211.0;11.0;0.52;7.6;48.97924;2541.21148;1116.41859;7.0;0.0;66281.41032;72789.97487;111.78647;24.41375;5.80162;46276.77799;-0.76708;-52.04069;;-0.96442;-51.37955;-44.38031;-79.84873;0.0;59.91878;2.67089;125.94605;80.59598;;-79.86844
5232;19.11.19;12:23:06.0;30439.19856;298.8375;52.61771;10.23651;-53.14829;2.69276;-79.8851;;;;;;46.585684;7.74597;30581.84521;5211.0;11.0;0.52;7.6;48.82077;2541.18503;1116.25923;7.0;0.0;66333.06018;72839.02197;111.7938;24.40063;5.08506;46276.8018;-0.76732;-52.18375;;-0.96454;-49.8332;-44.34189;-79.83382;0.0;59.83472;2.69276;127.1113;81.16682;;-79.8851
