Station Position;Payerne_Start
Longitude (°);6.94368
Latitude (°);46.813018
Altitude (m);491.0

Software Version
Software; X-ASMS Brass V1.7.2
Config; SRS-C34-57, 14.08.2013

Barometric Parameter
Barometric Pressure (hPa);
Barometer Height (m);491.0

Surface Weather
Pressure (hPa);969.5
Temperature (°C);12.0
Humidity (%);66.3
Dewpoint (°C);5.91
Wind Velocity (m/s);1.1
Wind Direction (°);088
Clouds;
Ozone (nb);

Sounding;2017102412
Start Date;24.10.17
Start Time;11:06:06
Remark;

Sonde;SRS_C34
Serial Number;4677
Sonde Identifier;57
DTH;0.0

ECC Cells
Background Current Ib1 (uA);
Background Current Ib2 (uA);
Pump Performance (s/100ml);
Serial Number ECC;

IWV (mm);17.772

Pressure Level (hPa);1000.0
Altitude (m);232.22

Sounding Data
Rel. Time;Altitude (gpm);Wind Direction (°);Wind Velocity (m/s);Pressure (hPa);Temperature (°C);Humidity (%);Dewpoint (°C);Ozone (nbar);Ozone normalized (nbar);Pump Temperature (K);I ECC cells (uA);Level Flag;LAT (°);LON (°);Channel Temperature (°C)
2645;16782.81;358.53;12.35;92.7;-63.55;;;;;;;0;46.311368;7.140992;-60.15
2646;16787.59;358.38;12.37;92.63;-63.56;;;;;;;0;46.311273;7.141007;-60.07
2647;16792.56;358.23;12.4;92.55;-63.56;;;;;;;0;46.311175;7.141017;-60.03
2648;16797.14;358.07;12.44;92.49;-63.43;;;;;;;0;46.311072;7.141022;-59.99
2649;16801.12;357.94;12.49;92.43;-63.29;;;;;;;0;46.310965;7.141027;-60.12
2650;16805.0;357.85;12.55;92.37;-63.4;;;;;;;0;46.310852;7.141032;-60.24
2651;16809.38;357.76;12.6;92.3;-63.5;;;;;;;0;46.310735;7.141038;-60.29
2652;16814.35;357.73;12.65;92.23;-63.42;;;;;;;0;46.310617;7.141053;-60.35
2653;16818.43;357.77;12.69;92.16;-63.33;;;;;;;0;46.310497;7.141073;-60.34
2654;16822.51;357.81;12.73;92.1;-63.24;;;;;;;0;46.310373;7.141095;-60.34
2655;16826.89;357.93;12.75;92.04;-63.18;;;;;;;0;46.310247;7.141117;-60.4
2656;16831.86;358.1;12.75;91.96;-63.12;;;;;;;0;46.310114;7.141133;-60.46
2657;16836.24;358.33;12.71;91.9;-63.05;;;;;;;0;46.309982;7.141143;-60.39
2658;16839.92;358.56;12.68;91.84;-62.86;;;;;;;0;46.309848;7.141152;-60.32
2659;16843.9;358.85;12.62;91.78;-62.67;;;;;;;0;46.309721;7.141158;-60.23
2660;16848.37;359.16;12.54;91.72;-62.48;;;;;;;0;46.309593;7.141163;-60.13
2661;16853.15;359.49;12.44;91.65;-62.43;;;;;;;0;46.309478;7.14117;-60.05
2662;16857.43;359.83;12.33;91.58;-62.39;;;;;;;0;46.309368;7.141177;-59.96
2663;16860.91;0.17;12.2;91.53;-62.39;;;;;;;0;46.309265;7.141182;-59.88
2664;16864.49;0.52;12.06;91.48;-62.4;;;;;;;0;46.309162;7.141183;-59.8
2665;16868.57;0.85;11.92;91.42;-62.41;;;;;;;0;46.30906;7.141178;-59.86
2666;16873.24;1.17;11.77;91.35;-62.42;;;;;;;0;46.308957;7.141158;-59.92
2667;16877.22;1.47;11.62;91.29;-62.33;;;;;;;0;46.308853;7.141138;-59.75
2668;16880.51;1.76;11.47;91.24;-62.23;;;;;;;0;46.308747;7.141108;-59.58
2669;16883.99;2.03;11.33;91.19;-62.25;;;;;;;0;46.308638;7.141078;-59.58
2670;16887.97;2.29;11.2;91.13;-62.26;;;;;;;0;46.308532;7.141053;-59.57
2671;16892.74;2.54;11.08;91.06;-62.22;;;;;;;0;46.308428;7.14104;-59.57
2672;16897.52;2.79;10.97;90.99;-62.19;;;;;;;0;46.308328;7.141038;-59.58
2673;16901.7;3.04;10.89;90.93;-62.17;;;;;;;0;46.308233;7.141048;-59.53
2674;16905.68;3.29;10.82;90.87;-62.15;;;;;;;0;46.308142;7.141065;-59.48
2675;16910.25;3.54;10.78;90.8;-62.13;;;;;;;0;46.308057;7.141082;-59.43
2676;16915.33;3.79;10.76;90.73;-62.1;;;;;;;0;46.307977;7.141093;-59.39
2677;16920.1;4.04;10.76;90.66;-62.1;;;;;;;0;46.3079;7.141097;-59.34
2678;16924.48;4.27;10.78;90.59;-62.09;;;;;;;0;46.307825;7.141095;-59.23
2679;16929.15;4.48;10.83;90.53;-62.09;;;;;;;0;46.307748;7.141088;-59.12
2680;16934.03;4.69;10.88;90.45;-62.09;;;;;;;0;46.307667;7.141077;-59.1
2681;16938.5;4.85;10.95;90.39;-62.03;;;;;;;0;46.30758;7.141062;-59.09
2682;16942.58;4.98;11.04;90.33;-61.96;;;;;;;0;46.307488;7.141042;-58.99
2683;16946.66;5.06;11.13;90.27;-61.94;;;;;;;0;46.307388;7.141013;-58.9
2684;16951.44;5.11;11.23;90.2;-61.91;;;;;;;0;46.30728;7.140977;-58.98
2685;16955.52;5.12;11.33;90.14;-61.92;;;;;;;0;46.307164;7.140933;-59.06
2686;16959.3;5.1;11.42;90.08;-61.92;;;;;;;0;46.307048;7.14089;-58.96
2687;16963.28;5.04;11.51;90.03;-61.86;;;;;;;0;46.306932;7.140852;-58.85
2688;16967.95;4.97;11.6;89.96;-61.79;;;;;;;0;46.306815;7.140822;-58.86
2689;16973.02;4.89;11.67;89.89;-61.74;;;;;;;0;46.306702;7.140805;-58.87
2690;16977.6;4.8;11.74;89.82;-61.7;;;;;;;0;46.306593;7.140805;-58.87
2691;16981.28;4.7;11.8;89.77;-61.72;;;;;;;0;46.306487;7.140817;-58.86
2692;16984.56;4.61;11.85;89.72;-61.75;;;;;;;0;46.306383;7.140838;-58.83
2693;16988.34;4.53;11.9;89.66;-61.53;;;;;;;0;46.306278;7.14086;-58.8
2694;16992.92;4.44;11.93;89.6;-61.31;;;;;;;0;46.306172;7.140875;-58.78
2695;16997.6;4.36;11.97;89.53;-61.28;;;;;;;0;46.306065;7.14088;-58.76
2696;17001.97;4.27;12.0;89.47;-61.26;;;;;;;0;46.305955;7.140875;-58.7
2697;17005.55;4.16;12.03;89.41;-61.24;;;;;;;0;46.305843;7.140858;-58.64
2698;17008.94;4.03;12.05;89.37;-61.21;;;;;;;0;46.305733;7.140832;-58.6
2699;17012.82;3.88;12.07;89.31;-61.17;;;;;;;0;46.305627;7.1408;-58.56
2700;17017.59;3.69;12.09;89.24;-61.13;;;;;;;0;46.305526;7.140765;-58.61
2701;17022.27;3.47;12.11;89.17;-61.03;;;;;;;0;46.305425;7.14073;-58.65
2702;17026.25;3.21;12.11;89.12;-60.93;;;;;;;2;46.305328;7.140702;-58.63
2703;17030.22;2.92;12.11;89.06;-60.91;;;;;;;0;46.305232;7.140675;-58.6
2704;17034.7;2.62;12.11;89.0;-60.89;;;;;;;0;46.305132;7.140655;-58.59
2705;17039.28;2.3;12.09;88.93;-60.93;;;;;;;0;46.305023;7.140633;-58.59
2706;17044.25;1.98;12.05;88.86;-60.97;;;;;;;0;46.304905;7.14062;-58.53
2707;17048.93;1.67;12.0;88.79;-61.03;;;;;;;0;46.304778;7.14061;-58.47
2708;17053.4;1.38;11.93;88.73;-61.08;;;;;;;0;46.304645;7.140608;-58.33
2709;17057.88;1.13;11.83;88.66;-61.11;;;;;;;0;46.304513;7.14062;-58.19
2710;17063.15;0.92;11.72;88.59;-61.14;;;;;;;0;46.304385;7.140642;-58.21
2711;17069.02;0.76;11.57;88.5;-61.22;;;;;;;0;46.304263;7.140672;-58.24
2712;17074.59;0.64;11.41;88.43;-61.3;;;;;;;0;46.304153;7.140707;-58.21
2713;17079.66;0.57;11.22;88.35;-61.32;;;;;;;0;46.304052;7.14074;-58.18
2714;17084.34;0.52;11.0;88.29;-61.35;;;;;;;0;46.303958;7.140768;-57.96
2715;17088.62;0.5;10.76;88.23;-61.36;;;;;;;0;46.303867;7.140788;-57.74
2716;17092.6;0.48;10.5;88.17;-61.36;;;;;;;0;46.303777;7.140793;-57.86
2717;17097.57;0.43;10.22;88.1;-61.41;;;;;;;0;46.303685;7.140783;-57.99
2718;17103.44;0.34;9.93;88.01;-61.45;;;;;;;0;46.303587;7.140762;-58.12
2719;17109.41;0.18;9.62;87.93;-61.51;;;;;;;0;46.303483;7.140732;-58.24
2720;17114.78;359.92;9.31;87.85;-61.57;;;;;;;4;46.303378;7.140698;-58.33
2721;17119.95;359.54;9.0;87.78;-61.37;;;;;;;0;46.303275;7.140663;-58.41
2722;17125.52;359.03;8.69;87.7;-61.18;;;;;;;0;46.30318;7.140628;-58.43
2723;17131.59;358.36;8.38;87.62;-61.12;;;;;;;0;46.303097;7.140598;-58.45
2724;17137.66;357.54;8.09;87.53;-61.06;;;;;;;0;46.303023;7.140577;-58.37
2725;17142.83;356.57;7.82;87.46;-61.04;;;;;;;0;46.30296;7.140562;-58.28
2726;17147.01;355.46;7.57;87.4;-61.02;;;;;;;0;46.302908;7.140557;-57.98
2727;17151.09;354.24;7.34;87.34;-60.98;;;;;;;0;46.302868;7.140568;-57.68
2728;17155.76;352.92;7.14;87.28;-60.94;;;;;;;0;46.302838;7.140595;-57.68
2729;17160.74;351.59;6.95;87.21;-60.98;;;;;;;0;46.302813;7.140632;-57.68
2730;17165.11;350.23;6.78;87.14;-61.02;;;;;;;0;46.302785;7.140675;-57.52
2731;17169.19;348.88;6.64;87.09;-61.06;;;;;;;0;46.30275;7.140723;-57.37
2732;17173.77;347.58;6.52;87.02;-61.09;;;;;;;0;46.302705;7.14077;-57.46
2733;17179.34;346.36;6.41;86.95;-61.08;;;;;;;0;46.302647;7.140811;-57.55
2734;17184.51;345.14;6.3;86.87;-61.07;;;;;;;0;46.302571;7.140852;-57.59
2735;17189.19;344.01;6.2;86.81;-61.08;;;;;;;0;46.302495;7.140883;-57.63
2736;17194.06;342.93;6.11;86.74;-61.08;;;;;;;0;46.302413;7.140908;-57.74
2737;17199.73;341.89;6.01;86.66;-61.09;;;;;;;0;46.30233;7.140922;-57.85
2738;17205.7;340.87;5.92;86.58;-61.1;;;;;;;0;46.302253;7.140932;-57.93
2739;17211.37;339.86;5.83;86.5;-61.06;;;;;;;0;46.302193;7.140937;-58.01
2740;17216.34;338.86;5.74;86.43;-61.02;;;;;;;0;46.302133;7.140942;-57.97
2741;17221.12;337.85;5.66;86.36;-60.93;;;;;;;0;46.302097;7.140945;-57.92
2742;17225.39;336.84;5.58;86.3;-60.84;;;;;;;0;46.302067;7.140955;-57.82
2743;17229.37;335.85;5.5;86.25;-60.89;;;;;;;0;46.302047;7.140973;-57.73
2744;17233.65;334.87;5.42;86.19;-60.94;;;;;;;0;46.302027;7.141003;-57.59
2745;17238.92;333.91;5.35;86.11;-60.92;;;;;;;0;46.302007;7.141045;-57.45
2746;17244.59;333.0;5.29;86.04;-60.91;;;;;;;0;46.30198;7.141098;-57.5
2747;17248.57;332.14;5.22;85.98;-60.92;;;;;;;0;46.301942;7.141157;-57.55
2748;17252.15;331.34;5.16;85.93;-60.93;;;;;;;0;46.301905;7.141215;-57.59
2749;17256.03;330.6;5.11;85.88;-60.89;;;;;;;0;46.301858;7.141268;-57.64
2750;17260.9;329.9;5.05;85.81;-60.85;;;;;;;0;46.301808;7.141313;-57.61
2751;17266.57;329.26;4.99;85.73;-60.7;;;;;;;0;46.30176;7.141348;-57.59
2752;17271.85;328.65;4.93;85.66;-60.56;;;;;;;0;46.301713;7.141375;-57.56
2753;17276.52;328.07;4.87;85.6;-60.56;;;;;;;0;46.301667;7.1414;-57.54
2754;17281.49;327.5;4.81;85.53;-60.57;;;;;;;0;46.301622;7.141423;-57.66
2755;17286.87;326.94;4.75;85.45;-60.69;;;;;;;0;46.301577;7.141448;-57.78
2756;17292.14;326.37;4.69;85.38;-60.81;;;;;;;2;46.301532;7.141473;-57.81
2757;17296.91;325.79;4.63;85.32;-60.79;;;;;;;0;46.301488;7.141505;-57.83
2758;17301.49;325.21;4.57;85.25;-60.76;;;;;;;0;46.301452;7.141537;-57.91
2759;17306.56;324.63;4.51;85.18;-60.75;;;;;;;0;46.301422;7.141568;-57.98
2760;17311.53;324.05;4.46;85.11;-60.74;;;;;;;0;46.3014;7.141595;-57.86
2761;17315.91;323.49;4.41;85.05;-60.76;;;;;;;0;46.301382;7.141622;-57.73
2763;17324.86;322.41;4.33;84.93;-60.8;;;;;;;0;46.301357;7.141688;-57.47
2764;17330.53;321.91;4.3;84.86;-60.82;;;;;;;0;46.301338;7.14173;-57.44
2765;17335.8;321.42;4.27;84.78;-60.82;;;;;;;0;46.301315;7.141778;-57.42
2766;17339.98;320.93;4.25;84.73;-60.83;;;;;;;4;46.301285;7.141828;-57.41
2767;17344.26;320.42;4.23;84.67;-60.82;;;;;;;0;46.301252;7.141877;-57.4
2768;17349.53;319.88;4.21;84.6;-60.81;;;;;;;0;46.301215;7.14192;-57.52
2769;17355.3;319.27;4.2;84.52;-60.81;;;;;;;0;46.301177;7.141955;-57.64
2770;17360.57;318.58;4.18;84.45;-60.8;;;;;;;0;46.301137;7.14198;-57.64
2771;17365.74;317.77;4.17;84.38;-60.84;;;;;;;0;46.301102;7.142;-57.64
2772;17371.02;316.83;4.16;84.3;-60.87;;;;;;;0;46.301065;7.14202;-57.66
2773;17376.69;315.73;4.14;84.23;-60.94;;;;;;;0;46.301032;7.142046;-57.68
2774;17382.06;314.48;4.13;84.15;-61.01;;;;;;;0;46.301;7.142072;-57.73
2775;17387.03;313.06;4.12;84.09;-61.05;;;;;;;0;46.300973;7.142107;-57.77
2776;17391.51;311.48;4.11;84.03;-61.09;;;;;;;0;46.300948;7.142145;-57.76
2777;17395.98;309.77;4.11;83.97;-61.13;;;;;;;0;46.300927;7.142183;-57.76
2778;17400.26;307.94;4.11;83.91;-61.17;;;;;;;0;46.300903;7.142223;-57.79
2779;17405.43;306.03;4.11;83.84;-61.16;;;;;;;0;46.300883;7.142263;-57.82
2780;17410.5;304.07;4.12;83.77;-61.15;;;;;;;0;46.300858;7.142303;-57.83
2781;17415.08;302.12;4.13;83.71;-61.19;;;;;;;0;46.300832;7.142347;-57.84
2782;17419.36;300.18;4.15;83.65;-61.24;;;;;;;0;46.300808;7.142393;-57.81
2783;17424.33;298.3;4.16;83.58;-61.32;;;;;;;0;46.300788;7.142442;-57.77
2784;17429.7;296.5;4.17;83.51;-61.4;;;;;;;0;46.300772;7.142493;-57.76
2785;17434.77;294.8;4.19;83.44;-61.45;;;;;;;0;46.300763;7.142547;-57.76
2786;17439.95;293.19;4.19;83.37;-61.5;;;;;;;0;46.300758;7.142602;-57.74
2787;17445.61;291.68;4.19;83.3;-61.56;;;;;;;0;46.300753;7.142661;-57.71
2788;17451.38;290.25;4.18;83.22;-61.61;;;;;;;0;46.300747;7.14272;-57.69
2789;17456.75;288.88;4.16;83.15;-61.65;;;;;;;0;46.300738;7.142783;-57.66
2790;17462.03;287.55;4.14;83.08;-61.69;;;;;;;0;46.300728;7.142852;-57.67
2791;17467.4;286.24;4.1;83.0;-61.7;;;;;;;0;46.300717;7.142922;-57.67
2792;17472.17;284.9;4.06;82.94;-61.71;;;;;;;0;46.300705;7.142993;-57.41
2793;17476.35;283.52;4.01;82.88;-61.74;;;;;;;0;46.300692;7.14306;-57.15
2794;17480.82;282.06;3.95;82.82;-61.76;;;;;;;0;46.300678;7.143122;-57.23
2795;17486.0;280.49;3.9;82.75;-61.76;;;;;;;0;46.300665;7.143175;-57.31
2796;17491.07;278.81;3.84;82.69;-61.76;;;;;;;0;46.30065;7.143213;-57.39
2797;17495.45;276.99;3.79;82.63;-61.91;;;;;;;0;46.300635;7.14324;-57.47
2798;17499.23;275.03;3.74;82.58;-62.05;;;;;;;0;46.300622;7.143265;-57.56
2799;17503.3;272.95;3.7;82.52;-61.98;;;;;;;0;46.300613;7.143288;-57.64
2800;17508.58;270.78;3.67;82.45;-61.9;;;;;;;0;46.30061;7.143315;-57.89
2801;17514.34;268.54;3.65;82.38;-61.86;;;;;;;0;46.300613;7.143353;-58.13
2802;17519.52;266.28;3.64;82.31;-61.82;;;;;;;0;46.30062;7.143403;-58.07
2803;17524.29;264.05;3.65;82.24;-61.89;;;;;;;0;46.30063;7.143463;-58.0
2804;17529.16;261.9;3.66;82.18;-61.95;;;;;;;0;46.30064;7.143523;-57.95
2805;17534.04;259.88;3.69;82.11;-62.03;;;;;;;0;46.300648;7.143581;-57.89
2806;17538.41;258.04;3.72;82.06;-62.11;;;;;;;0;46.300657;7.143638;-57.85
2807;17542.79;256.43;3.77;82.0;-62.12;;;;;;;0;46.300667;7.14369;-57.8
2808;17547.76;255.06;3.83;81.93;-62.13;;;;;;;0;46.300677;7.143737;-58.01
2809;17553.13;253.98;3.89;81.86;-62.11;;;;;;;0;46.300688;7.143782;-58.21
2810;17558.41;253.19;3.96;81.79;-62.09;;;;;;;0;46.300702;7.143827;-58.18
2811;17563.08;252.71;4.03;81.73;-62.11;;;;;;;0;46.300717;7.143875;-58.14
2812;17567.36;252.53;4.11;81.67;-62.12;;;;;;;4;46.300733;7.143917;-58.13
2813;17572.23;252.64;4.2;81.61;-62.18;;;;;;;0;46.300752;7.143957;-58.11
2814;17577.7;253.03;4.28;81.54;-62.24;;;;;;;0;46.300772;7.143992;-58.17
2815;17582.97;253.66;4.37;81.47;-62.26;;;;;;;0;46.300792;7.144022;-58.23
2816;17588.04;254.5;4.46;81.4;-62.28;;;;;;;0;46.30081;7.144052;-58.15
2817;17592.42;255.5;4.55;81.34;-62.29;;;;;;;0;46.300828;7.144087;-58.07
2818;17597.0;256.64;4.64;81.28;-62.3;;;;;;;0;46.300847;7.144132;-58.29
2819;17602.57;257.87;4.72;81.21;-62.42;;;;;;;0;46.300865;7.144192;-58.51
2820;17608.53;259.13;4.8;81.13;-62.54;;;;;;;0;46.300882;7.144263;-58.53
2821;17613.61;260.39;4.88;81.06;-62.62;;;;;;;0;46.300897;7.144348;-58.54
2822;17618.68;261.62;4.94;81.0;-62.7;;;;;;;0;46.30091;7.14444;-58.4
2823;17623.95;262.78;5.0;80.93;-62.65;;;;;;;0;46.300918;7.144535;-58.26
2824;17629.72;263.86;5.04;80.85;-62.6;;;;;;;0;46.300922;7.144623;-58.39
2825;17635.39;264.82;5.07;80.78;-62.59;;;;;;;0;46.30092;7.144705;-58.53
2826;17640.36;265.66;5.08;80.71;-62.58;;;;;;;0;46.300908;7.14478;-58.62
2827;17644.94;266.38;5.08;80.65;-62.58;;;;;;;0;46.300897;7.14485;-58.71
2828;17649.71;266.98;5.07;80.59;-62.57;;;;;;;0;46.300882;7.144922;-58.81
2829;17654.98;267.47;5.05;80.52;-62.5;;;;;;;0;46.300865;7.144993;-58.91
2830;17660.15;267.88;5.03;80.45;-62.44;;;;;;;0;46.30085;7.145068;-58.79
2831;17664.53;268.24;5.0;80.4;-62.58;;;;;;;0;46.300838;7.145143;-58.68
2832;17668.51;268.57;4.96;80.34;-62.72;;;;;;;0;46.300835;7.145215;-58.7
2833;17673.28;268.91;4.93;80.28;-62.64;;;;;;;0;46.300837;7.145275;-58.71
2834;17678.95;269.32;4.9;80.21;-62.56;;;;;;;0;46.300843;7.145323;-58.75
2835;17683.92;269.81;4.87;80.14;-62.6;;;;;;;0;46.300857;7.145362;-58.78
2836;17688.2;270.42;4.85;80.09;-62.64;;;;;;;0;46.300873;7.145398;-58.73
2837;17692.58;271.19;4.84;80.03;-62.64;;;;;;;0;46.300892;7.145438;-58.67
2838;17697.75;272.11;4.84;79.96;-62.64;;;;;;;0;46.30091;7.145485;-58.85
2839;17703.02;273.2;4.85;79.9;-62.64;;;;;;;0;46.300927;7.145543;-59.02
2840;17708.19;274.43;4.87;79.83;-62.62;;;;;;;0;46.30094;7.145613;-59.06
2841;17712.86;275.8;4.9;79.77;-62.66;;;;;;;0;46.300948;7.145687;-59.1
2842;17718.14;277.27;4.94;79.7;-62.71;;;;;;;0;46.300948;7.145762;-59.18
2843;17724.0;278.81;4.98;79.62;-62.76;;;;;;;0;46.300945;7.145837;-59.26
2844;17730.37;280.39;5.04;79.54;-62.81;;;;;;;0;46.300935;7.145905;-59.32
2845;17735.74;281.98;5.1;79.47;-62.86;;;;;;;0;46.300922;7.14597;-59.38
2846;17739.72;283.57;5.18;79.42;-62.87;;;;;;;0;46.300902;7.146032;-59.07
2847;17743.6;285.13;5.25;79.37;-62.88;;;;;;;0;46.300877;7.146093;-58.77
2848;17747.97;286.67;5.34;79.31;-62.92;;;;;;;0;46.300845;7.146155;-58.71
2849;17753.64;288.16;5.42;79.24;-62.96;;;;;;;0;46.300812;7.14622;-58.65
2850;17759.61;289.63;5.52;79.16;-62.93;;;;;;;0;46.300778;7.146292;-58.57
2851;17764.98;291.03;5.63;79.1;-62.91;;;;;;;0;46.300748;7.146367;-58.49
2852;17770.55;292.44;5.74;79.02;-62.88;;;;;;;0;46.300728;7.146442;-58.59
2853;17776.42;293.84;5.85;78.95;-62.86;;;;;;;0;46.300715;7.146513;-58.7
2854;17782.58;295.25;5.96;78.87;-62.86;;;;;;;0;46.300712;7.14658;-58.78
2855;17787.95;296.58;6.09;78.8;-62.86;;;;;;;0;46.300712;7.14664;-58.86
2856;17792.93;297.88;6.23;78.74;-62.9;;;;;;;0;46.300717;7.146695;-58.96
2857;17798.0;299.11;6.38;78.67;-62.94;;;;;;;0;46.300705;7.14675;-59.06
2858;17803.17;300.21;6.54;78.61;-62.98;;;;;;;0;46.300692;7.146807;-59.19
2859;17808.74;301.31;6.69;78.54;-63.02;;;;;;;0;46.30068;7.14687;-59.31
2860;17815.1;302.23;6.85;78.45;-63.11;;;;;;;0;46.300668;7.146947;-59.32
2861;17821.47;303.01;7.01;78.37;-63.2;;;;;;;0;46.300628;7.147032;-59.32
2862;17827.34;303.64;7.17;78.3;-63.32;;;;;;;0;46.300575;7.14713;-59.12
2863;17832.01;304.1;7.33;78.24;-63.43;;;;;;;0;46.300513;7.147232;-58.92
2864;17835.99;304.41;7.48;78.19;-63.43;;;;;;;0;46.30044;7.147327;-58.81
2865;17840.26;304.56;7.62;78.13;-63.43;;;;;;;0;46.300367;7.14742;-58.71
2866;17845.54;304.58;7.76;78.07;-63.43;;;;;;;0;46.30029;7.147498;-58.59
2867;17852.0;304.49;7.89;77.98;-63.42;;;;;;;0;46.300217;7.147563;-58.47
2868;17858.46;304.33;8.02;77.9;-63.45;;;;;;;0;46.300152;7.147618;-58.43
2869;17864.03;304.12;8.15;77.83;-63.47;;;;;;;0;46.300098;7.147672;-58.38
2870;17869.6;303.91;8.27;77.76;-63.46;;;;;;;0;46.300055;7.147732;-58.68
2871;17875.87;303.74;8.4;77.68;-63.45;;;;;;;0;46.300023;7.147803;-58.99
2872;17882.73;303.64;8.52;77.59;-63.51;;;;;;;0;46.300008;7.147887;-59.27
2873;17889.39;303.64;8.64;77.51;-63.56;;;;;;;0;46.3;7.147988;-59.55
2874;17895.26;303.76;8.77;77.44;-63.61;;;;;;;0;46.299998;7.148103;-59.37
2875;17900.23;304.01;8.89;77.37;-63.66;;;;;;;0;46.299992;7.148227;-59.18
2876;17905.21;304.4;9.01;77.31;-63.45;;;;;;;0;46.299983;7.148357;-59.25
2877;17910.68;304.91;9.13;77.24;-63.25;;;;;;;0;46.299962;7.148487;-59.32
2878;17915.85;305.52;9.25;77.18;-63.44;;;;;;;0;46.299925;7.148612;-59.19
2879;17920.22;306.21;9.37;77.12;-63.64;;;;;;;0;46.299875;7.148732;-59.05
2880;17924.4;306.95;9.48;77.07;-63.64;;;;;;;0;46.299817;7.148847;-58.99
2881;17929.07;307.7;9.59;77.01;-63.64;;;;;;;0;46.299745;7.148955;-58.92
2882;17934.15;308.43;9.69;76.95;-63.65;;;;;;;0;46.29967;7.149055;-58.75
2883;17938.82;309.11;9.79;76.89;-63.66;;;;;;;0;46.299595;7.149155;-58.58
2884;17943.2;309.72;9.88;76.83;-63.72;;;;;;;0;46.29952;7.149245;-58.6
2885;17947.97;310.25;9.97;76.77;-63.79;;;;;;;0;46.299442;7.149325;-58.63
2886;17953.24;310.67;10.05;76.71;-63.83;;;;;;;0;46.299363;7.149398;-58.58
2887;17958.51;311.0;10.13;76.64;-63.88;;;;;;;0;46.299285;7.149465;-58.53
2888;17963.19;311.23;10.2;76.58;-63.89;;;;;;;0;46.29921;7.149533;-58.59
2889;17968.06;311.38;10.27;76.52;-63.89;;;;;;;2;46.299138;7.149607;-58.66
2890;17973.23;311.47;10.34;76.46;-63.86;;;;;;;0;46.299073;7.149687;-58.83
2891;17978.9;311.52;10.41;76.39;-63.83;;;;;;;0;46.299018;7.14978;-59.0
2892;17983.57;311.57;10.48;76.33;-63.83;;;;;;;0;46.298967;7.149888;-59.17
2893;17986.85;311.62;10.55;76.29;-63.84;;;;;;;0;46.29892;7.150007;-59.0
2894;17990.24;311.71;10.62;76.25;-63.88;;;;;;;0;46.298878;7.150132;-58.83
2895;17994.71;311.84;10.68;76.19;-63.92;;;;;;;0;46.298833;7.150262;-58.9
2896;18000.08;312.05;10.75;76.12;-63.87;;;;;;;0;46.29879;7.15039;-58.97
2897;18004.85;312.32;10.81;76.06;-63.83;;;;;;;0;46.298735;7.150513;-59.12
2898;18009.23;312.66;10.87;76.01;-63.91;;;;;;;0;46.298675;7.150632;-59.28
2899;18013.31;313.07;10.92;75.96;-63.99;;;;;;;0;46.29861;7.150745;-59.3
2900;18017.88;313.54;10.97;75.9;-63.87;;;;;;;0;46.298537;7.150857;-59.32
2901;18023.15;314.05;11.01;75.84;-63.75;;;;;;;0;46.298465;7.150965;-59.41
2902;18027.93;314.59;11.04;75.78;-63.7;;;;;;;0;46.298392;7.151073;-59.51
2903;18032.0;315.14;11.07;75.73;-63.66;;;;;;;0;46.298317;7.15118;-59.5
2904;18036.48;315.68;11.09;75.67;-63.64;;;;;;;0;46.298237;7.15128;-59.49
2905;18041.35;316.21;11.1;75.61;-63.62;;;;;;;0;46.298155;7.151378;-59.51
2906;18046.32;316.69;11.11;75.55;-63.61;;;;;;;0;46.298068;7.15147;-59.53
2907;18050.8;317.14;11.12;75.5;-63.61;;;;;;;0;46.297978;7.151558;-59.31
2908;18055.27;317.53;11.12;75.44;-63.61;;;;;;;0;46.297893;7.151643;-59.09
2909;18060.34;317.87;11.11;75.38;-63.61;;;;;;;0;46.297807;7.151727;-59.2
2910;18065.62;318.15;11.11;75.31;-63.59;;;;;;;0;46.297732;7.151815;-59.32
2911;18070.09;318.38;11.1;75.26;-63.56;;;;;;;0;46.29766;7.151908;-59.27
2912;18074.47;318.55;11.09;75.21;-63.5;;;;;;;0;46.297593;7.152002;-59.23
2913;18079.34;318.68;11.08;75.15;-63.44;;;;;;;0;46.29753;7.152095;-59.38
2914;18084.61;318.76;11.07;75.08;-63.54;;;;;;;0;46.297467;7.152185;-59.53
2915;18089.08;318.81;11.05;75.03;-63.63;;;;;;;0;46.2974;7.152272;-59.56
2916;18093.46;318.83;11.02;74.97;-63.58;;;;;;;0;46.297328;7.15236;-59.58
2917;18097.84;318.81;10.99;74.92;-63.53;;;;;;;0;46.297253;7.152448;-59.57
2918;18102.11;318.77;10.95;74.87;-63.44;;;;;;;0;46.297177;7.152545;-59.56
2919;18106.69;318.7;10.9;74.81;-63.35;;;;;;;0;46.297098;7.152647;-59.64
2920;18111.36;318.61;10.84;74.75;-63.4;;;;;;;0;46.297018;7.152755;-59.73
2921;18115.64;318.49;10.77;74.7;-63.46;;;;;;;0;46.296938;7.15287;-59.62
2922;18119.02;318.34;10.69;74.66;-63.4;;;;;;;0;46.296855;7.152985;-59.51
2923;18122.6;318.15;10.6;74.62;-63.34;;;;;;;0;46.29677;7.153097;-59.41
2924;18126.87;317.94;10.49;74.57;-63.3;;;;;;;0;46.296687;7.153203;-59.31
2925;18131.94;317.7;10.38;74.5;-63.26;;;;;;;0;46.296605;7.153295;-59.34
